c3,year,id,country,c2,gini,ge0,ge1,ge2,a025,a050,a075,a1,a2,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link,pop_share,inc_share,w_ge0,w_ge1,w_ge2,w_a050,w_a1,b_ge0,b_ge1,b_ge2,b_a050,b_a1,wiidcompanion,resource_pref,scale_pref,quality_pref,shares_nonnull,rank_key
TUN,2022,23584,Tunisia,TN,33.72,0.16,0.17,0.22,6.34,0.08,17.39,0.15,0.26,1.35,5.44,19.96,7.66,12.3,16.44,21.94,41.65,3.08,4.58,5.65,6.65,7.67,8.77,10.11,11.83,14.66,26.98,0.97,18.72,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Northern Africa,Middle East and North Africa,Non-EU,Non-OECD,Lower middle income,5308.0,4356.0,US$2021PPP,Year,0.878333333333333,105.0,,12632.0,12119334.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2005-2021,NSHBCSL,https://pip.worldbank.org/,1.0,1.0,0.137,0.147,0.2,0.069,0.129,0.021,0.02,0.02,0.01,0.02,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TUR,2023,23728,Turkiye,TR,44.2,,,,,,,,,2.33,8.74,15.5,5.8,9.700000000000001,13.700000000000001,20.0,50.7,2.3000000000000003,3.5,4.4,5.3,6.3,7.4,8.9,11.0,14.6,36.1,0.8,25.8,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Asia,Western Asia,Europe and Central Asia,Non-EU,OECD,Upper middle income,4326.0,2957.0,Euro,Year,0.5252740211247464,,,34610.0,87270496.0,New 2025,High,13,Eurostat,Eurostat Data browser,Series 2018-2022,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,1.0,3.0,15,"(3.0, 4.0, 1.0, 15)"
TUV,2010,23742,Tuvalu,TV,39.14,,,,,,,,,1.77,7.0200000000000005,17.39,6.6000000000000005,10.790000000000001,14.950000000000001,21.3,46.36,2.68,3.92,4.86,5.93,6.94,8.01,9.68,11.620000000000001,15.59,30.77,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Polynesia,East Asia and the Pacific,Non-EU,Non-OECD,Upper middle income,3055.0,2288.0,US$2021PPP,Year,,,,3506.0,10614.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
TWN,2021,23349,Taiwan,TW,31.6,16.9,18.37,27.25,4.36,8.35,12.040000000000001,15.55,31.150000000000002,1.22,4.83,21.09,8.33,12.76,16.67,21.990000000000002,40.25,3.38,4.94,5.92,6.84,7.8,8.870000000000001,10.14,11.85,14.59,25.66,1.3800000000000001,16.09,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Asia,Eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,High income,18520.0,15396.0,US$2021PPP,Year,,,,62333.0,23558332.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,Family Income Distribution and Expenditure Survey,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
TZA,2018,24698,United Republic of Tanzania,TZ,39.64,0.26,0.36,1.31,,0.14,,0.23,0.35000000000000003,1.9100000000000001,7.0,17.330000000000002,6.87,10.46,14.17,20.42,48.08,2.88,4.0,4.83,5.63,6.53,7.63,9.120000000000001,11.3,14.97,33.12,,33.5,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1203.0,851.0,US$2021PPP,Year,0.000803189972395504,,,3393.0,57437144.0,New 2025,High,9,World Bank,World Bank microdata,Series 2000-2018,HBS,https://pip.worldbank.org/,1.0,1.0,0.219,0.311,1.2570000000000001,0.124,0.211,0.042,0.045,0.05,0.016,0.023,No,1.0,2.0,3.0,0,"(3.0, 1.0, 2.0, 0)"
UGA,2020,23774,Uganda,UG,42.7,,,,,,,,,2.14,8.120000000000001,16.14,6.1000000000000005,10.040000000000001,14.05,20.27,49.550000000000004,2.43,3.67,4.59,5.45,6.44,7.61,9.08,11.19,15.030000000000001,34.51,,20.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Low income,1287.0,903.0,US$2021PPP,Year,0.000492492427136225,,,2678.0,44457152.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2002-2019,UNHS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
UKR,2020,23839,Ukraine,UA,25.63,,,,,,,,,0.89,3.59,24.330000000000002,10.02,14.31,17.63,22.11,35.93,4.26,5.76,6.78,7.53,8.35,9.28,10.33,11.78,14.22,21.72,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Eastern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,5225.0,4599.0,US$2021PPP,Year,0.19801980198019803,288.0,,17093.0,44680016.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2002-2020,HLCS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
URY,2023,25711,Uruguay,UY,40.4,29.3,29.8,49.34,7.34,13.200000000000001,19.91,24.0,45.11,1.8900000000000001,7.890000000000001,16.26,5.93,10.33,15.040000000000001,21.91,46.800000000000004,2.35,3.58,4.62,5.71,6.98,8.06,9.67,12.24,16.12,30.68,0.9,20.22,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,High income,8362.0,6146.0,US$2021PPP,Year,0.04431056090523529,,,31019.0,3388081.0,New 2025,High,11,United Nations,ECLAC,New series,Continuous Household Survey (ECH),https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i,1.0,1.0,0.28800000000000003,0.31,0.523,0.138,0.25,0.001,0.001,0.001,0.0,0.001,No,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
USA,2023,25366,United States,US,41.72,33.85,31.580000000000002,47.51,7.58,14.700000000000001,21.63,28.72,67.14,2.0300000000000002,9.290000000000001,15.23,5.07,10.15,15.15,22.47,47.15,1.69,3.39,4.5200000000000005,5.64,6.87,8.290000000000001,10.06,12.41,16.23,30.92,0.49,19.98,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Americas,Northern America,North America,Non-EU,OECD,High income,29686.0,22370.0,US$2021PPP,Year,1.0,,,74578.0,343477344.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,Current Population Survey (CPS) - Annual Social and Economic Supplement (ASEC),https://www.census.gov/library/publications/2024/demo/p60-282.html,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
UZB,2022,25730,Uzbekistan,UZ,31.18,,,,,,,,,1.1400000000000001,5.4,20.35,7.15,13.200000000000001,17.72,23.28,38.64,2.5,4.66,6.0200000000000005,7.18,8.27,9.450000000000001,10.75,12.540000000000001,15.42,23.22,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Central Asia,Europe and Central Asia,Non-EU,Non-OECD,Lower middle income,4976.0,4398.0,US$2021PPP,Year,,132.0,,9608.0,34938952.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Transformative Monitoring for Enhanced Equity (TransMonEE),HBS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
VCT,2008,20207,Saint Vincent and the Grenadines,VC,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Americas,Caribbean,Latin America and the Caribbean,Non-EU,Non-OECD,Upper middle income,,,,,,,,13700.0,111028.0,New 2019,Average,11,World Bank,Sir Arthur Lewis Institute of Social and Economic Studies (SALISES),Caribbean Development Bank,,https://www.bb.undp.org/content/dam/barbados/docs/aboutcountry/barbados/Barbados%20CALC%20Overview%20Report%202010.pdf,,,,,,,,,,,,,Yes,1.0,2.0,2.0,0,"(2.0, 1.0, 2.0, 0)"
VEN,2014,25908,Venezuela,VE,37.800000000000004,33.92,24.3,56.03,,11.200000000000001,,21.0,56.800000000000004,1.6300000000000001,7.13,17.29,6.17,11.120000000000001,15.9,22.79,44.02,2.49,3.68,5.04,6.08,7.29,8.61,10.26,12.530000000000001,15.82,28.2,,40.5,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Americas,South America,Latin America and the Caribbean,Non-EU,Non-OECD,,339109.0,3099.0,Local currency unit,Year,0.3872876219187577,,,21095.0,30254078.0,New 2025,High,11,United Nations,ECLAC,New series,Encuesta de Hogares por Muestreo (EHM),https://estadisticas.cepal.org/cepalstat/WEB_CEPALSTAT/estadisticasIndicadores.asp?idioma=i,,,,,,,,,,,,,Yes,2.0,2.0,3.0,15,"(3.0, 2.0, 2.0, 15)"
VNM,2022,25921,Vietnam,VN,36.09,21.240000000000002,22.78,35.76,5.41,10.34,14.89,19.13,33.85,1.51,6.36,18.6,6.8,11.8,16.12,22.04,43.24,2.57,4.23,5.39,6.41,7.46,8.66,10.05,11.99,15.120000000000001,28.12,1.1400000000000001,17.240000000000002,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,South-eastern Asia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,5206.0,4180.0,US$2021PPP,Year,4.801229114653351e-05,,,12930.0,99680656.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2010-2022,VHLSS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
VUT,2020,25732,Vanuatu,VU,32.32,,,,,,,,,1.24,5.28,19.91,7.55,12.36,17.23,22.990000000000002,39.87,3.04,4.51,5.61,6.74,7.97,9.26,10.6,12.39,15.15,24.72,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Melanesia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,1983.0,1706.0,US$2021PPP,Year,,,,3260.0,298858.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),,NSDP,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
WSM,2014,20210,Samoa,WS,38.74,,,,,,,,,1.75,6.7700000000000005,17.89,6.8500000000000005,11.040000000000001,14.91,20.85,46.36,2.74,4.11,5.07,5.97,6.91,7.99,9.4,11.450000000000001,15.07,31.29,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Oceania,Polynesia,East Asia and the Pacific,Non-EU,Non-OECD,Lower middle income,3724.0,2766.0,US$2021PPP,Year,,,,6248.0,200037.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2002-2013,HIES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
XKX,2018,13896,Kosovo,XK,44.2,,,,,,,,,1.08,4.21,22.76,9.17,13.59,17.06,21.62,38.56,3.79,5.38,6.3500000000000005,7.24,8.07,8.99,10.06,11.56,14.0,24.55,,,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,3480.0,2960.0,Euro,Year,,,,11188.0,1767741.0,New 2025,High,13,Eurostat,Eurostat Data browser,Series 2012-2017,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database,,,,,,,,,,,,,Yes,4.0,1.0,3.0,0,"(3.0, 4.0, 1.0, 0)"
YEM,2014,26166,Yemen,YE,36.71,,,,,,,,,1.57,6.13,18.76,7.29,11.47,15.31,21.23,44.7,3.0100000000000002,4.29,5.2700000000000005,6.2,7.11,8.19,9.61,11.620000000000001,15.27,29.43,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Asia,Western Asia,Middle East and North Africa,Non-EU,Non-OECD,Low income,1638.0,1254.0,US$2021PPP,Year,0.08326394552757176,,,4823.0,30226308.0,New 2025,Average,13,World Bank,Poverty and Inequality Platform (PIP),Series 2005-2014,HBS,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,15,"(2.0, 1.0, 2.0, 15)"
YUG,1991,26222,Yugoslavia,YU,31.7,,,,,,,,,1.22,5.32,19.8,7.33,12.47,17.44,23.72,39.03,2.4,4.2,5.4,6.7,8.2,9.4,11.6,13.4,15.8,22.900000000000002,,12.700000000000001,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Southern Europe,Europe and Central Asia,Non-EU,Non-OECD,Upper middle income,15350.0,,Yugoslavian dinar,Year,,,,9442.0,23879000.0,,Low,11,United Nations,UNICEF 1999,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,,,,,,,,,,,,,,No,4.0,2.0,1.0,0,"(1.0, 4.0, 2.0, 0)"
ZAF,2017,21391,South Africa,ZA,66.99,91.93,96.59,418.61,21.18,37.57,50.29,60.120000000000005,81.85000000000001,10.05,45.5,5.3500000000000005,1.56,3.79,7.45,16.11,71.10000000000001,0.51,1.05,1.57,2.22,3.12,4.33,6.36,9.75,17.32,53.78,0.18,38.53,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Africa,Southern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Upper middle income,7290.0,2703.0,US$2021PPP,Year,0.07837647286547088,,,14591.0,57635160.0,New 2025,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS),Own construction based on LIS Database through LISSY,National Income Dynamics Study (NIDS),http://www.oecd.org/social/income-distribution-database.htm,,,,,,,,,,,,,Yes,4.0,2.0,3.0,15,"(3.0, 4.0, 2.0, 15)"
ZMB,2022,26250,Zambia,ZM,50.7,,,,,,,,,3.5,14.65,11.18,3.85,7.33,11.92,20.490000000000002,56.410000000000004,1.47,2.38,3.21,4.12,5.22,6.7,8.71,11.78,17.330000000000002,39.09,,37.5,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,923.0,542.0,US$2021PPP,Year,0.20925425317395147,,,3585.0,20152938.0,New 2023,High,11,National statistical authority,Zambia Statistics Agency,Series 2010-2022,Living Conditions Monitoring Survey (LCMS),https://www.zamstats.gov.zm/wp-content/uploads/2023/09/Highlights-of-the-2022-Poverty-Assessment-in-Zambia-2023.pdf,,,,,,,,,,,,,Yes,1.0,2.0,3.0,0,"(3.0, 1.0, 2.0, 0)"
ZWE,2019,26266,Zimbabwe,ZW,50.26,,,,,,,,,2.31,8.57,15.09,5.96,9.13,13.18,20.63,51.1,2.54,3.43,4.16,4.97,5.95,7.23,8.97,11.66,16.3,34.800000000000004,,60.0,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Africa,Eastern Africa,Sub-Saharan Africa,Non-EU,Non-OECD,Lower middle income,1643.0,969.0,US$2021PPP,Year,0.00867521932931324,948.0,662.0,3295.0,15271368.0,New 2025,Average,11,World Bank,Poverty and Inequality Platform (PIP),Series 2011-2019,PICES,https://pip.worldbank.org/,,,,,,,,,,,,,Yes,1.0,2.0,2.0,0,"(2.0, 1.0, 2.0, 0)"
